custAge,profession,marital,responded
,admin.,single,no
,technician,single,no
59,admin.,divorced,yes
33,admin.,married,no
43,blue-collar,married,no
62,technician,married,no
47,blue-collar,divorced,no
41,admin.,divorced,no
,blue-collar,married,no
,admin.,single,yes
49,retired,married,no
26,blue-collar,married,no
36,unemployed,married,no
38,admin.,single,no
,management,married,no
42,services,married,no
35,services,single,no
55,blue-collar,married,no
,retired,divorced,no
33,unemployed,divorced,no
,self-employed,married,no
39,services,married,no
47,entrepreneur,married,no
41,technician,married,no
37,blue-collar,divorced,no
28,student,single,yes
,technician,single,no
42,services,divorced,no
28,blue-collar,married,no
36,blue-collar,married,no
,services,single,no
39,technician,single,no
33,admin.,married,no
,admin.,divorced,no
56,admin.,divorced,no
28,unemployed,single,no
49,technician,married,no
,services,married,no
34,admin.,married,no
37,technician,married,no
40,admin.,divorced,yes
40,technician,married,no
55,management,married,no
44,blue-collar,married,no
49,blue-collar,single,no
44,services,single,no
39,housemaid,married,no
,self-employed,married,no
36,management,single,yes
50,management,married,yes
36,housemaid,single,no
25,unemployed,single,no
32,self-employed,single,yes
54,retired,married,no
41,services,divorced,no
53,blue-collar,single,no
29,technician,single,no
,admin.,divorced,no
,admin.,single,no
,management,married,no
77,retired,divorced,yes
48,blue-collar,married,no
,admin.,single,no
50,housemaid,married,no
,entrepreneur,married,yes
31,blue-collar,single,no
38,blue-collar,single,no
26,entrepreneur,married,no
33,blue-collar,married,yes
52,blue-collar,divorced,no
33,admin.,single,no
33,entrepreneur,married,no
33,blue-collar,married,no
,blue-collar,married,no
,management,married,yes
,management,married,no
41,technician,married,no
50,retired,married,no
,technician,married,no
53,unemployed,married,no
,admin.,married,no
31,admin.,single,no
50,blue-collar,divorced,no
45,housemaid,married,no
36,unemployed,divorced,no
44,services,married,yes
28,blue-collar,single,no
34,technician,single,no
,blue-collar,married,no
29,admin.,single,no
,technician,married,no
30,student,single,yes
,management,married,no
51,admin.,married,no
40,blue-collar,single,no
35,technician,married,yes
40,blue-collar,married,no
36,self-employed,single,no
49,admin.,divorced,no
,blue-collar,married,no
35,technician,single,no
32,technician,single,no
43,management,married,no
46,admin.,married,no
55,services,divorced,no
,admin.,married,no
38,retired,divorced,no
51,blue-collar,married,no
31,blue-collar,married,no
52,management,married,no
38,technician,single,no
34,admin.,married,no
,admin.,married,no
40,services,married,no
31,admin.,married,no
,services,married,no
32,admin.,married,no
33,technician,married,no
31,blue-collar,married,no
,services,married,yes
,management,married,no
49,management,married,no
50,management,married,no
43,blue-collar,married,no
51,technician,married,no
31,services,single,no
39,services,single,no
,admin.,married,no
46,blue-collar,married,yes
30,entrepreneur,single,no
38,admin.,married,no
29,admin.,single,no
45,admin.,married,no
,technician,married,no
45,management,married,no
37,blue-collar,married,no
30,blue-collar,married,no
49,services,married,no
33,admin.,single,no
51,admin.,married,no
40,admin.,married,no
36,services,married,no
,technician,single,no
,admin.,single,yes
,admin.,married,no
,technician,single,no
,management,married,no
54,admin.,married,no
27,technician,single,yes
30,admin.,single,no
34,technician,married,no
30,admin.,single,no
38,admin.,single,no
58,admin.,married,no
37,services,married,no
33,admin.,married,no
59,technician,married,no
31,services,married,no
30,services,single,no
49,blue-collar,married,no
,management,married,no
,unknown,married,no
,admin.,divorced,yes
32,blue-collar,single,yes
,retired,married,yes
48,technician,single,no
,admin.,divorced,no
33,blue-collar,married,no
,blue-collar,married,no
36,entrepreneur,married,no
,admin.,single,yes
44,blue-collar,single,no
31,admin.,single,no
55,housemaid,married,yes
53,admin.,divorced,no
42,admin.,married,no
35,technician,married,no
34,technician,single,no
38,admin.,married,yes
85,housemaid,divorced,no
29,technician,married,yes
,management,married,no
36,admin.,married,no
44,blue-collar,married,no
65,housemaid,divorced,yes
,blue-collar,married,no
,retired,married,yes
47,admin.,married,no
25,services,married,no
,admin.,married,no
35,services,married,no
43,technician,single,no
27,student,single,yes
27,unemployed,married,no
33,management,married,yes
45,blue-collar,married,no
59,housemaid,divorced,no
30,technician,married,no
30,self-employed,married,yes
,services,single,no
28,services,married,no
50,services,married,no
,blue-collar,married,no
38,management,married,no
39,unemployed,married,no
47,services,married,no
29,unemployed,married,no
59,technician,married,no
45,technician,divorced,no
34,admin.,married,no
35,blue-collar,divorced,no
42,admin.,divorced,no
37,admin.,divorced,no
51,blue-collar,divorced,no
45,retired,married,no
57,housemaid,married,no
54,blue-collar,married,no
33,admin.,married,no
36,admin.,married,no
46,self-employed,divorced,no
49,admin.,single,no
35,blue-collar,married,no
53,self-employed,married,no
,blue-collar,married,no
29,admin.,single,no
40,technician,married,no
49,self-employed,divorced,no
27,admin.,single,no
32,admin.,single,no
39,blue-collar,single,no
50,self-employed,married,no
44,admin.,married,no
85,retired,married,yes
,technician,single,no
,admin.,married,no
37,admin.,single,no
36,blue-collar,married,no
,blue-collar,married,yes
45,admin.,married,no
,blue-collar,single,yes
53,retired,married,no
35,admin.,single,no
34,services,married,no
26,admin.,single,yes
33,admin.,divorced,no
,admin.,married,no
71,retired,married,yes
41,housemaid,married,no
,admin.,married,no
47,admin.,married,no
32,management,single,no
,self-employed,married,no
34,entrepreneur,married,no
32,admin.,single,no
32,services,single,no
41,blue-collar,divorced,no
30,blue-collar,married,no
55,unemployed,married,no
24,admin.,single,no
28,services,married,no
35,admin.,married,no
34,technician,married,yes
42,blue-collar,divorced,no
51,technician,married,no
27,admin.,single,no
40,entrepreneur,married,no
,technician,single,no
36,technician,divorced,no
45,entrepreneur,married,no
47,management,married,no
30,admin.,single,yes
,admin.,married,no
,admin.,single,no
,management,single,no
56,entrepreneur,married,no
39,admin.,divorced,no
32,technician,single,yes
46,services,married,no
43,management,married,no
34,blue-collar,single,no
40,blue-collar,single,no
29,blue-collar,married,no
23,entrepreneur,married,no
33,services,unknown,no
34,admin.,single,no
36,services,married,no
,services,married,no
53,unknown,married,no
29,technician,single,no
35,admin.,single,no
38,blue-collar,married,yes
38,unemployed,single,yes
,admin.,married,no
,blue-collar,single,no
59,retired,married,no
32,admin.,married,no
48,entrepreneur,married,no
36,admin.,married,no
38,blue-collar,single,no
33,admin.,married,no
41,admin.,single,no
,admin.,single,yes
36,services,married,no
26,student,single,no
48,management,married,no
54,entrepreneur,married,no
44,admin.,single,no
46,entrepreneur,married,no
34,admin.,married,no
37,self-employed,married,no
30,blue-collar,married,no
47,services,married,no
,retired,married,yes
57,retired,married,no
47,blue-collar,married,no
27,student,single,no
54,technician,married,no
,technician,single,no
31,admin.,single,no
34,admin.,married,no
45,services,married,no
42,services,divorced,yes
34,technician,married,no
25,blue-collar,married,no
33,blue-collar,married,no
,housemaid,married,no
29,services,married,no
29,admin.,single,no
40,blue-collar,married,no
43,self-employed,married,yes
,entrepreneur,married,no
31,blue-collar,single,no
40,admin.,divorced,no
,admin.,married,no
43,admin.,married,no
40,technician,single,no
28,blue-collar,single,yes
34,admin.,divorced,no
31,blue-collar,married,no
41,unknown,single,no
44,blue-collar,single,yes
41,admin.,married,no
53,management,married,yes
58,services,married,no
23,student,single,yes
52,blue-collar,married,no
38,technician,divorced,no
39,management,married,no
31,blue-collar,married,no
31,technician,married,no
,admin.,married,no
41,technician,married,no
31,admin.,single,yes
,management,married,no
36,services,single,no
45,admin.,single,no
49,management,married,no
36,admin.,married,no
35,entrepreneur,married,no
51,admin.,married,no
33,admin.,divorced,no
32,admin.,married,no
46,technician,divorced,no
51,admin.,married,no
,admin.,married,no
37,blue-collar,married,no
25,technician,married,no
26,admin.,single,no
28,student,single,yes
46,admin.,married,no
,services,married,no
40,management,married,no
30,blue-collar,married,no
,technician,married,no
37,blue-collar,married,no
30,admin.,single,no
29,admin.,single,no
,admin.,married,no
28,technician,married,no
29,technician,single,no
51,admin.,married,yes
48,admin.,single,no
34,blue-collar,married,yes
43,blue-collar,married,no
42,retired,single,no
72,retired,married,yes
39,management,married,no
,admin.,married,no
48,admin.,divorced,no
39,admin.,married,no
29,blue-collar,single,no
33,admin.,married,no
31,blue-collar,single,no
30,blue-collar,single,no
54,management,single,no
29,admin.,single,no
,unemployed,married,yes
37,admin.,single,no
28,technician,single,yes
60,retired,married,no
,admin.,married,no
40,entrepreneur,married,no
,management,married,no
36,admin.,married,no
,services,single,no
52,blue-collar,married,no
30,blue-collar,married,no
61,blue-collar,married,no
26,services,single,yes
32,admin.,single,no
,admin.,married,no
,blue-collar,divorced,no
27,student,single,no
37,blue-collar,married,no
41,self-employed,married,no
35,blue-collar,married,no
,entrepreneur,married,no
29,blue-collar,single,no
26,admin.,single,no
30,technician,single,no
29,housemaid,married,no
49,admin.,married,no
29,technician,married,no
47,admin.,married,yes
31,technician,divorced,no
29,technician,married,no
38,admin.,married,no
,services,divorced,no
27,admin.,single,no
55,services,married,no
30,admin.,single,no
34,unemployed,single,no
39,self-employed,married,no
37,admin.,married,yes
,unemployed,married,no
,admin.,married,no
46,admin.,married,no
39,admin.,divorced,yes
25,blue-collar,single,no
,management,married,no
,services,married,no
59,admin.,married,no
36,blue-collar,married,yes
50,admin.,married,no
49,admin.,married,no
29,student,single,yes
46,admin.,married,no
42,technician,single,no
,blue-collar,single,no
46,services,married,no
,services,married,no
39,admin.,married,no
44,admin.,single,no
33,blue-collar,divorced,no
29,blue-collar,married,no
28,services,married,no
,services,married,no
28,blue-collar,married,no
44,technician,married,no
31,admin.,single,yes
,blue-collar,single,no
,management,married,no
62,retired,married,yes
,self-employed,single,no
57,admin.,single,yes
30,unknown,married,no
56,retired,married,no
57,unknown,married,no
26,blue-collar,married,no
37,blue-collar,married,no
35,admin.,married,no
33,blue-collar,single,no
45,blue-collar,married,no
27,blue-collar,single,no
